make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-size,horsepower,price,length_min_max,width_std,height_log,price_decile
toyota,gas,std,two,hatchback,rwd,front,98.4,176.2,65.6,52.0,2714,146,116.0,11549.0,0.5238805970149253,-0.13647399874366464,3.970291913552122,6
volkswagen,gas,std,two,convertible,fwd,front,94.5,159.3,64.2,55.6,2254,109,90.0,11595.0,0.27164179104477637,-0.8010430361040948,4.036008985209137,6
subaru,gas,turbo,four,wagon,4wd,front,96.9,173.6,65.4,54.9,2650,108,111.0,11694.0,0.48507462686567165,-0.2314124326522927,4.023564380161053,6
mazda,gas,std,two,hatchback,rwd,front,95.3,169.0,65.7,49.6,2380,70,101.0,11845.0,0.4164179104477613,-0.08900478178934387,3.92395157629342,6
saab,gas,std,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2658,121,110.0,11850.0,0.6791044776119403,0.2907489538451886,4.044804116661965,6
peugot,gas,std,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3020,120,97.0,11900.0,0.6805970149253731,1.1926640759772091,4.055257173514054,6
saab,gas,std,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2695,121,110.0,12170.0,0.6791044776119403,0.2907489538451886,4.044804116661965,6
volkswagen,gas,std,four,wagon,fwd,front,100.4,183.1,66.9,55.1,2563,109,88.0,12290.0,0.6268656716417911,0.4806258216624582,4.027135812528651,6
peugot,gas,std,four,wagon,rwd,front,114.2,198.9,68.4,58.7,3230,120,97.0,12440.0,0.8626865671641792,1.1926640759772091,4.089332020398556,7
mitsubishi,gas,turbo,two,hatchback,fwd,front,95.9,173.2,66.3,50.2,2833,156,145.0,12629.0,0.4791044776119402,0.1958105199365538,3.9357395320454622,7
plymouth,gas,turbo,two,hatchback,rwd,front,95.9,173.2,66.3,50.2,2818,156,145.0,12764.0,0.4791044776119402,0.1958105199365538,3.9357395320454622,7
volvo,gas,std,four,sedan,rwd,front,104.3,188.8,67.2,56.2,2912,141,114.0,12940.0,0.711940298507463,0.6230334725254071,4.046553898385752,7
honda,gas,std,four,sedan,fwd,front,96.5,175.4,65.2,54.1,2465,110,101.0,12945.0,0.5119402985074628,-0.3263508665609275,4.009149716158869,7
dodge,gas,turbo,two,hatchback,fwd,front,95.9,173.2,66.3,50.2,2811,156,145.0,12964.0,0.4791044776119402,0.1958105199365538,3.9357395320454622,7
peugot,diesel,turbo,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3197,152,95.0,13200.0,0.6805970149253731,1.1926640759772091,4.055257173514054,7
volkswagen,gas,std,four,sedan,fwd,front,100.4,180.2,66.9,55.1,2661,136,110.0,13295.0,0.5835820895522387,0.4806258216624582,4.027135812528651,7
volvo,gas,std,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3034,141,114.0,13415.0,0.711940298507463,0.6230334725254071,4.069026754237811,7
alfa-romero,gas,std,two,convertible,rwd,front,88.6,168.8,64.1,48.8,2548,130,111.0,13495.0,0.4134328358208958,-0.8485122530584156,3.9080149840306073,7
nissan,gas,std,four,sedan,fwd,front,100.4,181.7,66.5,55.1,3095,181,152.0,13499.0,0.6059701492537313,0.2907489538451886,4.027135812528651,7
nissan,gas,std,four,sedan,fwd,front,100.4,184.6,66.5,55.1,3060,181,152.0,13499.0,0.6492537313432836,0.2907489538451886,4.027135812528651,7
mazda,gas,std,two,hatchback,rwd,front,95.3,169.0,65.7,49.6,2385,70,101.0,13645.0,0.4164179104477613,-0.08900478178934387,3.92395157629342,7
volkswagen,diesel,turbo,four,sedan,fwd,front,100.4,180.2,66.9,55.1,2579,97,68.0,13845.0,0.5835820895522387,0.4806258216624582,4.027135812528651,7
peugot,diesel,turbo,four,wagon,rwd,front,114.2,198.9,68.4,58.7,3430,152,95.0,13860.0,0.8626865671641792,1.1926640759772091,4.089332020398556,7
nissan,gas,std,four,wagon,fwd,front,100.4,184.6,66.5,56.1,3296,181,152.0,14399.0,0.6492537313432836,0.2907489538451886,4.044804116661965,7
mitsubishi,gas,turbo,two,hatchback,fwd,front,95.9,173.2,66.3,50.2,2926,156,145.0,14489.0,0.4791044776119402,0.1958105199365538,3.9357395320454622,7
mitsubishi,gas,turbo,two,hatchback,fwd,front,95.9,173.2,66.3,50.2,2921,156,145.0,14869.0,0.4791044776119402,0.1958105199365538,3.9357395320454622,7
saab,gas,std,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2707,121,110.0,15040.0,0.6791044776119403,0.2907489538451886,4.044804116661965,7
audi,gas,std,two,sedan,fwd,front,99.8,177.3,66.3,53.1,2507,136,110.0,15250.0,0.5402985074626868,0.1958105199365538,3.9908341858524357,7
saab,gas,std,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2758,121,110.0,15510.0,0.6791044776119403,0.2907489538451886,4.044804116661965,8
peugot,gas,std,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3075,120,95.0,15580.0,0.6805970149253731,1.1926640759772091,4.055257173514054,8
mazda,gas,std,two,hatchback,rwd,front,95.3,169.0,65.7,49.6,2500,80,135.0,15645.0,0.4164179104477613,-0.08900478178934387,3.92395157629342,8
toyota,gas,std,four,sedan,rwd,front,104.5,187.8,66.5,54.1,3131,171,156.0,15690.0,0.6970149253731346,0.2907489538451886,4.009149716158869,8
toyota,gas,std,four,wagon,rwd,front,104.5,187.8,66.5,54.1,3151,161,156.0,15750.0,0.6970149253731346,0.2907489538451886,4.009149716158869,8
volvo,gas,std,four,sedan,rwd,front,104.3,188.8,67.2,56.2,2935,141,114.0,15985.0,0.711940298507463,0.6230334725254071,4.046553898385752,8
toyota,gas,std,two,hatchback,rwd,front,102.9,183.5,67.7,52.0,3016,171,161.0,15998.0,0.6328358208955225,0.8603795572969907,3.970291913552122,8
bmw,gas,std,two,sedan,rwd,front,101.2,176.8,64.8,54.3,2395,108,101.0,16430.0,0.5328358208955226,-0.5162277343781971,4.012772908528289,8
alfa-romero,gas,std,two,convertible,rwd,front,88.6,168.8,64.1,48.8,2548,130,111.0,16500.0,0.4134328358208958,-0.8485122530584156,3.9080149840306073,8
alfa-romero,gas,std,two,hatchback,rwd,front,94.5,171.2,65.5,52.4,2823,152,154.0,16500.0,0.4492537313432835,-0.18394321569797867,3.977810745966149,8
mercury,gas,turbo,two,hatchback,rwd,front,102.7,178.4,68.0,54.8,2910,140,175.0,16503.0,0.5567164179104479,1.0027872081599396,4.021773869387265,8
volvo,gas,std,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3042,141,114.0,16515.0,0.711940298507463,0.6230334725254071,4.069026754237811,8
toyota,gas,std,two,hatchback,rwd,front,102.9,183.5,67.7,52.0,2976,171,161.0,16558.0,0.6328358208955225,0.8603795572969907,3.970291913552122,8
peugot,gas,std,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3075,120,97.0,16630.0,0.6805970149253731,1.1926640759772091,4.055257173514054,8
peugot,gas,std,four,wagon,rwd,front,114.2,198.9,68.4,56.7,3285,120,95.0,16695.0,0.8626865671641792,1.1926640759772091,4.055257173514054,8
volvo,gas,std,four,sedan,rwd,front,109.1,188.8,68.9,55.5,2952,141,114.0,16845.0,0.711940298507463,1.4300101607487927,4.034240638152395,8
peugot,diesel,turbo,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3252,152,95.0,16900.0,0.6805970149253731,1.1926640759772091,4.055257173514054,8
bmw,gas,std,four,sedan,rwd,front,101.2,176.8,64.8,54.3,2395,108,101.0,16925.0,0.5328358208955226,-0.5162277343781971,4.012772908528289,8
peugot,diesel,turbo,four,wagon,rwd,front,114.2,198.9,68.4,58.7,3485,152,95.0,17075.0,0.8626865671641792,1.1926640759772091,4.089332020398556,8
nissan,gas,std,two,hatchback,rwd,front,91.3,170.7,67.9,49.7,3071,181,160.0,17199.0,0.4417910447761193,0.9553179912056255,3.9259259105971376,8
audi,gas,std,four,sedan,4wd,front,99.4,176.6,66.4,54.3,2824,136,115.0,17450.0,0.5298507462686567,0.2432797368908746,4.012772908528289,9
toyota,gas,std,two,convertible,rwd,front,98.4,176.2,65.6,53.0,2975,146,116.0,17669.0,0.5238805970149253,-0.13647399874366464,3.9889840465642745,9
audi,gas,std,four,sedan,fwd,front,105.8,192.7,71.4,55.7,2844,136,110.0,17710.0,0.7701492537313432,2.616740584606711,4.037774210733707,9
peugot,diesel,turbo,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3252,152,95.0,17950.0,0.6805970149253731,1.1926640759772091,4.055257173514054,9
peugot,gas,turbo,four,sedan,rwd,front,108.0,186.7,68.3,56.0,3130,134,142.0,18150.0,0.6805970149253731,1.1451948590228884,4.04305126783455,9
saab,gas,turbo,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2808,121,160.0,18150.0,0.6791044776119403,0.2907489538451886,4.044804116661965,9
mazda,gas,std,four,sedan,rwd,front,104.9,175.0,66.1,54.4,2670,140,120.0,18280.0,0.5059701492537314,0.100872086027919,4.014579593753238,9
mazda,diesel,std,four,sedan,rwd,front,104.9,175.0,66.1,54.4,2700,134,72.0,18344.0,0.5059701492537314,0.100872086027919,4.014579593753238,9
nissan,gas,std,two,hatchback,rwd,front,99.2,178.5,67.9,49.7,3139,181,160.0,18399.0,0.5582089552238807,0.9553179912056255,3.9259259105971376,9
volvo,gas,turbo,four,sedan,rwd,front,104.3,188.8,67.2,56.2,3045,130,162.0,18420.0,0.711940298507463,0.6230334725254071,4.046553898385752,9
saab,gas,turbo,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2847,121,160.0,18620.0,0.6791044776119403,0.2907489538451886,4.044804116661965,9
audi,gas,std,four,wagon,fwd,front,105.8,192.7,71.4,55.7,2954,136,110.0,18920.0,0.7701492537313432,2.616740584606711,4.037774210733707,9
volvo,gas,turbo,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3157,130,162.0,18950.0,0.711940298507463,0.6230334725254071,4.069026754237811,9
volvo,gas,turbo,four,sedan,rwd,front,109.1,188.8,68.8,55.5,3049,141,160.0,19045.0,0.711940298507463,1.382540943794472,4.034240638152395,9
nissan,gas,turbo,two,hatchback,rwd,front,91.3,170.7,67.9,49.7,3139,181,200.0,19699.0,0.4417910447761193,0.9553179912056255,3.9259259105971376,9
bmw,gas,std,two,sedan,rwd,front,101.2,176.8,64.8,54.3,2710,164,121.0,20970.0,0.5328358208955226,-0.5162277343781971,4.012772908528289,9
bmw,gas,std,four,sedan,rwd,front,101.2,176.8,64.8,54.3,2765,164,121.0,21105.0,0.5328358208955226,-0.5162277343781971,4.012772908528289,9
volvo,gas,std,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3012,173,134.0,21485.0,0.711940298507463,1.4300101607487927,4.034240638152395,9
porsche,gas,std,two,hatchback,rwd,front,94.5,168.9,68.3,50.2,2778,151,143.0,22018.0,0.41492537313432853,1.1451948590228884,3.9357395320454622,9
volvo,diesel,turbo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3217,145,106.0,22470.0,0.711940298507463,1.4300101607487927,4.034240638152395,9
volvo,gas,turbo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3062,141,114.0,22625.0,0.711940298507463,1.4300101607487927,4.034240638152395,10
audi,gas,turbo,four,sedan,fwd,front,105.8,192.7,71.4,55.9,3086,131,140.0,23875.0,0.7701492537313432,2.616740584606711,4.041295341132285,10
bmw,gas,std,four,sedan,rwd,front,103.5,189.0,66.9,55.7,3055,164,121.0,24565.0,0.7149253731343285,0.4806258216624582,4.037774210733707,10
mercedes-benz,diesel,turbo,four,sedan,rwd,front,110.0,190.9,70.3,56.5,3515,183,123.0,25552.0,0.7432835820895524,2.0945791981092228,4.051784947803305,10
mercedes-benz,diesel,turbo,two,hardtop,rwd,front,106.7,187.5,70.3,54.9,3495,183,123.0,28176.0,0.6925373134328359,2.0945791981092228,4.023564380161053,10
mercedes-benz,diesel,turbo,four,wagon,rwd,front,110.0,190.9,70.3,58.7,3750,183,123.0,28248.0,0.7432835820895524,2.0945791981092228,4.089332020398556,10
bmw,gas,std,four,sedan,rwd,front,103.5,189.0,66.9,55.7,3230,209,182.0,30760.0,0.7149253731343285,0.4806258216624582,4.037774210733707,10
mercedes-benz,diesel,turbo,four,sedan,rwd,front,115.6,202.6,71.7,56.3,3770,183,123.0,31600.0,0.917910447761194,2.75914823546966,4.048300623720694,10
jaguar,gas,std,four,sedan,rwd,front,113.0,199.6,69.6,52.8,4066,258,176.0,32250.0,0.8731343283582089,1.7622946794290044,3.9852734671677386,10
porsche,gas,std,two,hardtop,rwd,rear,89.5,168.9,65.0,51.6,2756,194,207.0,32528.0,0.41492537313432853,-0.4212893004695623,3.9627161197436642,10
porsche,gas,std,two,hardtop,rwd,rear,89.5,168.9,65.0,51.6,2756,194,207.0,34028.0,0.41492537313432853,-0.4212893004695623,3.9627161197436642,10
mercedes-benz,gas,std,four,sedan,rwd,front,115.6,202.6,71.7,56.5,3740,234,155.0,34184.0,0.917910447761194,2.75914823546966,4.051784947803305,10
mercedes-benz,gas,std,two,convertible,rwd,front,96.6,180.3,70.5,50.8,3685,234,155.0,35056.0,0.5850746268656719,2.189517632017858,3.9473901492654373,10
jaguar,gas,std,four,sedan,rwd,front,113.0,199.6,69.6,52.8,4066,258,176.0,35550.0,0.8731343283582089,1.7622946794290044,3.9852734671677386,10
jaguar,gas,std,two,sedan,rwd,front,102.0,191.7,70.6,47.8,3950,326,262.0,36000.0,0.7552238805970148,2.2369868489721716,3.8877303128591016,10
bmw,gas,std,four,sedan,rwd,front,110.0,197.0,70.9,56.3,3505,209,182.0,36880.0,0.8343283582089553,2.3793944998351275,4.048300623720694,10
porsche,gas,std,two,convertible,rwd,rear,89.5,168.9,65.0,51.6,2800,194,207.0,37028.0,0.41492537313432853,-0.4212893004695623,3.9627161197436642,10
mercedes-benz,gas,std,four,sedan,rwd,front,120.9,208.1,71.7,56.7,3900,308,184.0,40960.0,1.0,2.75914823546966,4.055257173514054,10
bmw,gas,std,two,sedan,rwd,front,103.5,193.8,67.9,53.7,3380,209,182.0,41315.0,0.7865671641791048,0.9553179912056255,4.001863709427935,10
mercedes-benz,gas,std,two,hardtop,rwd,front,112.0,199.2,72.0,55.4,3715,304,184.0,45400.0,0.8671641791044775,2.9015558863326087,4.032469158504013,10
subaru,gas,std,two,hatchback,fwd,front,93.7,156.9,63.4,53.7,2050,97,69.0,5118.0,0.23582089552238822,-1.1807967717386307,4.001863709427935,1
chevrolet,gas,std,two,hatchback,fwd,front,88.4,141.1,60.3,53.2,1488,61,48.0,5151.0,0.0,-2.65234249732245,3.9926809084456005,1
mazda,gas,std,two,hatchback,fwd,front,93.1,159.1,64.2,54.1,1890,91,68.0,5195.0,0.26865671641791045,-0.8010430361040948,4.009149716158869,1
toyota,gas,std,two,hatchback,fwd,front,95.7,158.7,63.6,54.5,1985,92,62.0,5348.0,0.26268656716417904,-1.0858583378299957,4.0163830207523885,1
mitsubishi,gas,std,two,hatchback,fwd,front,93.7,157.3,64.4,50.8,1918,92,68.0,5389.0,0.24179104477611965,-0.70610460219546,3.9473901492654373,1
honda,gas,std,two,hatchback,fwd,front,93.7,150.0,64.0,52.6,1837,79,60.0,5399.0,0.13283582089552248,-0.8959814700127297,3.9815490680767565,1
nissan,gas,std,two,sedan,fwd,front,94.5,165.3,63.8,54.5,1889,97,69.0,5499.0,0.3611940298507465,-0.9909199039213644,4.0163830207523885,1
plymouth,gas,std,two,hatchback,fwd,front,93.7,157.3,63.8,50.8,1918,90,68.0,5572.0,0.24179104477611965,-0.9909199039213644,3.9473901492654373,1
dodge,gas,std,two,hatchback,fwd,front,93.7,157.3,63.8,50.8,1876,90,68.0,5572.0,0.24179104477611965,-0.9909199039213644,3.9473901492654373,1
mazda,gas,std,two,hatchback,fwd,front,93.1,159.1,64.2,54.1,1900,91,68.0,6095.0,0.26865671641791045,-0.8010430361040948,4.009149716158869,1
mitsubishi,gas,std,two,hatchback,fwd,front,93.7,157.3,64.4,50.8,1944,92,68.0,6189.0,0.24179104477611965,-0.70610460219546,3.9473901492654373,1
dodge,gas,std,four,hatchback,fwd,front,93.7,157.3,63.8,50.6,1967,90,68.0,6229.0,0.24179104477611965,-0.9909199039213644,3.9435216724875173,1
plymouth,gas,std,four,hatchback,fwd,front,93.7,157.3,63.8,50.6,1967,90,68.0,6229.0,0.24179104477611965,-0.9909199039213644,3.9435216724875173,1
chevrolet,gas,std,two,hatchback,fwd,front,94.5,155.9,63.6,52.0,1874,90,70.0,6295.0,0.22089552238805987,-1.0858583378299957,3.970291913552122,1
toyota,gas,std,two,hatchback,fwd,front,95.7,158.7,63.6,54.5,2040,92,62.0,6338.0,0.26268656716417904,-1.0858583378299957,4.0163830207523885,1
dodge,gas,std,two,hatchback,fwd,front,93.7,157.3,63.8,50.8,1876,90,68.0,6377.0,0.24179104477611965,-0.9909199039213644,3.9473901492654373,1
honda,gas,std,two,hatchback,fwd,front,86.6,144.6,63.9,50.8,1713,92,58.0,6479.0,0.05223880597014925,-0.943450686967047,3.9473901492654373,1
toyota,gas,std,four,hatchback,fwd,front,95.7,158.7,63.6,54.5,2015,92,62.0,6488.0,0.26268656716417904,-1.0858583378299957,4.0163830207523885,1
honda,gas,std,two,hatchback,fwd,front,93.7,150.0,64.0,52.6,1940,92,76.0,6529.0,0.13283582089552248,-0.8959814700127297,3.9815490680767565,1
chevrolet,gas,std,four,sedan,fwd,front,94.5,158.8,63.6,52.0,1909,90,70.0,6575.0,0.26417910447761217,-1.0858583378299957,3.970291913552122,1
nissan,gas,std,two,sedan,fwd,front,94.5,165.3,63.8,54.5,1918,97,69.0,6649.0,0.3611940298507465,-0.9909199039213644,4.0163830207523885,2
mitsubishi,gas,std,two,hatchback,fwd,front,93.7,157.3,64.4,50.8,2004,92,68.0,6669.0,0.24179104477611965,-0.70610460219546,3.9473901492654373,2
plymouth,gas,std,four,sedan,fwd,front,93.7,167.3,63.8,50.8,1989,90,68.0,6692.0,0.39104477611940325,-0.9909199039213644,3.9473901492654373,2
dodge,gas,std,four,sedan,fwd,front,93.7,157.3,63.8,50.6,1989,90,68.0,6692.0,0.24179104477611965,-0.9909199039213644,3.9435216724875173,2
mazda,gas,std,four,sedan,fwd,front,93.1,166.8,64.2,54.1,1945,91,68.0,6695.0,0.38358208955223905,-0.8010430361040948,4.009149716158869,2
isuzu,gas,std,four,sedan,rwd,front,94.3,170.7,61.8,53.5,2337,111,78.0,6785.0,0.4417910447761193,-1.940304243007699,3.9982007016691985,2
mazda,gas,std,two,hatchback,fwd,front,93.1,159.1,64.2,54.1,1905,91,68.0,6795.0,0.26865671641791045,-0.8010430361040948,4.009149716158869,2
nissan,gas,std,four,sedan,fwd,front,94.5,165.3,63.8,54.5,1938,97,69.0,6849.0,0.3611940298507465,-0.9909199039213644,4.0163830207523885,2
honda,gas,std,two,hatchback,fwd,front,86.6,144.6,63.9,50.8,1819,92,76.0,6855.0,0.05223880597014925,-0.943450686967047,3.9473901492654373,2
toyota,gas,std,four,wagon,fwd,front,95.7,169.7,63.6,59.1,2280,92,62.0,6918.0,0.42686567164179096,-1.0858583378299957,4.096009841541162,2
toyota,gas,std,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2081,98,70.0,6938.0,0.3761194029850749,-0.70610460219546,3.9889840465642745,2
mitsubishi,gas,std,four,sedan,fwd,front,96.3,172.4,65.4,51.6,2365,122,88.0,6989.0,0.4671641791044778,-0.2314124326522927,3.9627161197436642,2
subaru,gas,std,two,hatchback,fwd,front,93.7,157.9,63.6,53.7,2120,108,73.0,7053.0,0.25074626865671656,-1.0858583378299957,4.001863709427935,2
nissan,diesel,std,two,sedan,fwd,front,94.5,165.3,63.8,54.5,2017,103,55.0,7099.0,0.3611940298507465,-0.9909199039213644,4.0163830207523885,2
subaru,gas,std,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2145,108,82.0,7126.0,0.46119402985074637,-0.2314124326522927,3.979681653901961,2
honda,gas,std,two,hatchback,fwd,front,93.7,150.0,64.0,52.6,1956,92,76.0,7129.0,0.13283582089552248,-0.8959814700127297,3.9815490680767565,2
toyota,gas,std,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2109,98,70.0,7198.0,0.3761194029850749,-0.70610460219546,3.9852734671677386,2
honda,gas,std,four,wagon,fwd,front,96.5,157.1,63.9,58.3,2024,92,76.0,7295.0,0.23880597014925373,-0.943450686967047,4.08260930600368,2
honda,gas,std,four,sedan,fwd,front,96.5,163.4,64.0,54.5,2010,92,76.0,7295.0,0.33283582089552255,-0.8959814700127297,4.0163830207523885,2
nissan,gas,std,two,sedan,fwd,front,94.5,165.3,63.8,54.5,1951,97,69.0,7299.0,0.3611940298507465,-0.9909199039213644,4.0163830207523885,2
nissan,gas,std,four,wagon,fwd,front,94.5,170.2,63.8,53.5,2024,97,69.0,7349.0,0.43432835820895516,-0.9909199039213644,3.9982007016691985,3
mazda,gas,std,four,sedan,fwd,front,93.1,166.8,64.2,54.1,1950,91,68.0,7395.0,0.38358208955223905,-0.8010430361040948,4.009149716158869,3
subaru,gas,std,four,wagon,fwd,front,97.0,173.5,65.4,53.0,2290,108,82.0,7463.0,0.4835820895522389,-0.2314124326522927,3.9889840465642745,3
nissan,gas,std,four,sedan,fwd,front,94.5,165.3,63.8,54.5,1971,97,69.0,7499.0,0.3611940298507465,-0.9909199039213644,4.0163830207523885,3
subaru,gas,std,two,hatchback,4wd,front,93.3,157.3,63.8,55.7,2240,108,73.0,7603.0,0.24179104477611965,-0.9909199039213644,4.037774210733707,3
plymouth,gas,std,four,sedan,fwd,front,93.7,167.3,63.8,50.8,2191,98,68.0,7609.0,0.39104477611940325,-0.9909199039213644,3.9473901492654373,3
dodge,gas,std,four,sedan,fwd,front,93.7,157.3,63.8,50.6,1989,90,68.0,7609.0,0.24179104477611965,-0.9909199039213644,3.9435216724875173,3
mitsubishi,gas,turbo,two,hatchback,fwd,front,93.0,157.3,63.8,50.8,2145,98,102.0,7689.0,0.24179104477611965,-0.9909199039213644,3.9473901492654373,3
toyota,gas,std,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2094,98,70.0,7738.0,0.3761194029850749,-0.70610460219546,3.9889840465642745,3
volkswagen,diesel,std,two,sedan,fwd,front,97.3,171.7,65.5,55.7,2261,97,52.0,7775.0,0.4567164179104477,-0.18394321569797867,4.037774210733707,3
subaru,gas,std,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2190,108,82.0,7775.0,0.46119402985074637,-0.2314124326522927,3.979681653901961,3
toyota,diesel,std,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2275,110,56.0,7788.0,0.3761194029850749,-0.70610460219546,3.9852734671677386,3
nissan,gas,std,two,hatchback,fwd,front,94.5,165.6,63.8,53.3,2028,97,69.0,7799.0,0.3656716417910448,-0.9909199039213644,3.9945242269398897,3
honda,gas,std,two,hatchback,fwd,front,96.5,167.5,65.2,53.3,2236,110,86.0,7895.0,0.39402985074626873,-0.3263508665609275,3.9945242269398897,3
toyota,gas,std,four,wagon,4wd,front,95.7,169.7,63.6,59.1,2290,92,62.0,7898.0,0.42686567164179096,-1.0858583378299957,4.096009841541162,3
toyota,diesel,std,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2275,110,56.0,7898.0,0.3761194029850749,-0.70610460219546,3.9889840465642745,3
dodge,gas,turbo,two,hatchback,fwd,front,93.7,157.3,63.8,50.8,2128,98,102.0,7957.0,0.24179104477611965,-0.9909199039213644,3.9473901492654373,3
plymouth,gas,turbo,two,hatchback,fwd,front,93.7,157.3,63.8,50.8,2128,98,102.0,7957.0,0.24179104477611965,-0.9909199039213644,3.9473901492654373,3
volkswagen,gas,std,two,sedan,fwd,front,97.3,171.7,65.5,55.7,2209,109,85.0,7975.0,0.4567164179104477,-0.18394321569797867,4.037774210733707,3
volkswagen,diesel,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2264,97,52.0,7995.0,0.4567164179104477,-0.18394321569797867,4.037774210733707,3
nissan,gas,std,four,wagon,fwd,front,94.5,170.2,63.8,53.5,2037,97,69.0,7999.0,0.43432835820895516,-0.9909199039213644,3.9982007016691985,4
subaru,gas,std,four,wagon,4wd,front,96.9,173.6,65.4,54.9,2420,108,82.0,8013.0,0.48507462686567165,-0.2314124326522927,4.023564380161053,4
toyota,gas,std,two,sedan,rwd,front,94.5,168.7,64.0,52.6,2169,98,70.0,8058.0,0.4119402985074626,-0.8959814700127297,3.9815490680767565,4
mitsubishi,gas,std,four,sedan,fwd,front,96.3,172.4,65.4,51.6,2405,122,88.0,8189.0,0.4671641791044778,-0.2314124326522927,3.9627161197436642,4
volkswagen,gas,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2212,109,85.0,8195.0,0.4567164179104477,-0.18394321569797867,4.037774210733707,4
toyota,gas,std,two,hatchback,rwd,front,94.5,168.7,64.0,52.6,2204,98,70.0,8238.0,0.4119402985074626,-0.8959814700127297,3.9815490680767565,4
nissan,gas,std,two,hardtop,fwd,front,95.1,162.4,63.8,53.3,2008,97,69.0,8249.0,0.3179104477611942,-0.9909199039213644,3.9945242269398897,4
toyota,gas,std,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2122,98,70.0,8358.0,0.3761194029850749,-0.70610460219546,3.9852734671677386,4
